Start.
Pre allocate.
start count.

Number of Threads: 32
Base: 1024

4,	3.4789
8,	3.8468
16,	3.4682
32,	3.4797
64,	3.5181
128,	3.5242
256,	3.5405
512,	3.7645
1024,	4.0748
2048,	6.0122
4096,	5.2763
8192,	5.7092
16384,	6.8741
32768,	8.1414
65536,	10.0692
131072,	11.1797
262144,	13.6519
524288,	71.0835
2097152,	139.5395
4194304,	189.4211
8388608,	301.6707
16777216,	496.2738
Array Sorted.
